Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 72 (0:11:3)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	2	3	4	5	6	7	8	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	68	69	70	71	72	93	94	96	99	100	110	111	112	113	114	115	116	125	126	127	128
30.000000	18	34.218879	47.388379	-54.261910	29.315317	-53.926206	6.097095	-20.378735	4.963147	4.287729	3.649347	2.799981	2.171866	1.611359	1.028791	0.526895	0.388379	0.277869	0.152775	9.038234	7.026584	0.196602	-0.090364	0.110978	0.084185	0.050655	0.031738	0.422151	-0.139922	-0.052956	0.346847	0.056739	4689.991776	1527.972100	49993.289454	2130.202731	-49997.181400	1443.664238	49382.136475	-674.618104	-49384.647344	2545.698395	-671.420148	1676.255204	1218.273369	-936.204744	-49115.446240	0.679951
31.000000	18	34.853664	47.404401	-54.231391	29.315317	-53.910947	6.345618	-20.142216	5.203245	4.458315	3.778202	2.896527	2.236394	1.675448	1.103775	0.580165	0.425322	0.286189	0.165226	9.214931	7.341839	0.194503	-0.084436	0.113488	0.086624	0.057320	0.034279	0.421334	-0.144086	-0.054622	0.343501	0.059227	4790.966328	1549.332921	49993.289454	2119.653151	-49997.181400	1429.932282	49382.136475	-691.401606	-49384.647344	2550.275713	-677.448479	1664.049021	1213.752120	-949.936700	-49115.446240	0.679951
32.000000	18	35.389264	47.409742	-54.231391	29.309977	-53.895688	6.561005	-19.890439	5.374744	4.628901	3.885581	3.046708	2.300923	1.792945	1.168047	0.644089	0.429426	0.298668	0.156925	9.593568	7.552009	0.196602	-0.081048	0.112652	0.089063	0.057320	0.039360	0.421334	-0.151582	-0.052956	0.321752	0.057569	4932.632116	1564.590650	49993.289454	2107.596488	-49997.181400	1420.777645	49382.136475	-688.350060	-49384.647344	2550.275713	-684.983894	1656.420157	1206.216706	-954.514019	-49115.446240	0.679951
33.000000	18	35.984375	47.425764	-54.246651	29.309977	-53.926206	6.792959	-19.638661	5.511943	4.714194	4.035913	3.143254	2.462243	1.824989	1.221607	0.676051	0.466369	0.319466	0.169377	9.745023	7.919807	0.196602	-0.077661	0.115162	0.091502	0.058153	0.036820	0.422968	-0.156579	-0.057120	0.320916	0.050935	5149.652047	1595.106107	49993.289454	2104.582322	-49997.181400	1410.097234	49382.136475	-699.030470	-49384.647344	2547.224168	-683.476811	1647.265519	1206.216706	-959.091338	-49115.446240	0.679951
34.000000	18	36.559648	47.425764	-54.246651	29.320658	-53.956725	6.975210	-19.371624	5.752041	4.948750	4.164768	3.261253	2.494508	1.910441	1.243031	0.718667	0.474578	0.327786	0.173527	9.871235	8.182519	0.196602	-0.071732	0.117673	0.094754	0.058986	0.036820	0.422968	-0.160743	-0.086270	0.320079	0.045960	5341.051570	1608.838063	49993.289454	2101.568156	-49997.181400	1400.942597	49382.136475	-705.133562	-49384.647344	2542.646849	-691.012225	1636.585109	1207.723789	-968.245975	-49115.446240	0.679951
35.000000	18	37.154759	47.436445	-54.246651	29.336680	-53.956725	7.240301	-19.127476	5.957840	5.098013	4.315099	3.400708	2.591300	1.995893	1.296591	0.739975	0.503312	0.340265	0.173527	10.325600	8.524045	0.196602	-0.069192	0.119346	0.095567	0.068151	0.037667	0.421334	-0.162409	-0.085437	0.324262	0.045131	5252.133681	1634.776202	49993.289454	2091.018576	-49997.181400	1396.365278	49382.136475	-706.659334	-49384.647344	2545.698395	-700.054722	1624.378926	1210.737955	-971.297521	-49115.446240	0.679951
36.000000	18	37.789544	47.447127	-54.261910	29.325999	-53.941465	7.455687	-18.868068	6.095039	5.225953	4.465430	3.497253	2.677338	2.038619	1.350151	0.782591	0.519731	0.352744	0.181828	10.426570	8.707944	0.192403	-0.064110	0.121020	0.098819	0.066485	0.044442	0.421334	-0.168239	-0.087936	0.322589	0.045131	5205.414113	1646.982385	49993.289454	2084.990245	-49997.181400	1379.581777	49382.136475	-720.391290	-49384.647344	2541.121076	-706.083054	1616.750062	1210.737955	-974.349066	-49115.446240	0.679951
37.000000	18	38.384655	47.457808	-54.246651	29.342021	-53.941465	7.671074	-18.616291	6.300837	5.439186	4.572809	3.593798	2.774130	2.145433	1.414423	0.793245	0.544359	0.381861	0.190129	10.754722	9.049470	0.196602	-0.057335	0.121020	0.099632	0.068151	0.047829	0.421334	-0.172403	-0.087103	0.321752	0.039326	5220.484941	1671.394751	49993.289454	2077.454831	-49997.181400	1370.427139	49382.136475	-731.071701	-49384.647344	2545.698395	-706.083054	1609.121197	1206.216706	-992.658341	-49115.446240	0.679951
38.000000	18	38.959929	47.457808	-54.216132	29.331339	-53.926206	7.886460	-18.379772	6.403737	5.567126	4.744616	3.690344	2.870923	2.198841	1.435847	0.814553	0.560778	0.406819	0.198430	11.133359	9.338454	0.192403	-0.053948	0.121857	0.105323	0.067318	0.046136	0.419700	-0.179066	-0.088768	0.320916	0.040985	5271.725759	1691.229799	49993.289454	2065.398168	-49997.181400	1367.375594	49382.136475	-734.123246	-49384.647344	2539.595303	-713.618468	1596.915014	1212.245037	-992.658341	-49115.446240	0.679951
39.000000	18	39.594714	47.479171	-54.216132	29.352702	-53.895688	8.085278	-18.120365	6.643835	5.716389	4.894948	3.808344	2.956961	2.262930	1.532255	0.889131	0.585406	0.410979	0.219183	11.411026	9.601167	0.194503	-0.051407	0.126878	0.106949	0.067318	0.046982	0.420517	-0.184063	-0.087936	0.300839	0.039326	5229.527439	1711.064846	49993.289454	2068.412334	-49997.181400	1352.117865	49382.136475	-744.803657	-49384.647344	2541.121076	-721.153882	1590.811923	1203.202540	-1000.287205	-49115.446240	0.679951
40.000000	18	40.189825	47.484512	-54.292428	29.363384	-53.926206	8.350370	-17.876217	6.781034	5.865652	5.002327	3.969252	3.042998	2.305656	1.542967	0.899785	0.605930	0.415139	0.223334	11.688693	9.811337	0.192403	-0.044632	0.129388	0.115079	0.075650	0.046982	0.419700	-0.190726	-0.117085	0.296657	0.038497	5208.428279	1733.951439	49993.289454	2057.862754	-49997.181400	1347.540546	49382.136475	-755.484067	-49384.647344	2539.595303	-725.675131	1580.131513	1203.202540	-1006.390297	-49115.446240	0.679951
41.000000	18	40.725425	47.495193	-54.231391	29.368725	-53.941465	8.598892	-17.624439	6.952533	5.950945	5.088230	4.044343	3.139791	2.359063	1.596527	0.931748	0.688025	0.435937	0.219183	11.890633	10.126592	0.196602	-0.038704	0.131062	0.115892	0.076483	0.052064	0.422151	-0.193224	-0.114587	0.297493	0.031864	5175.272456	1752.260714	49993.289454	2044.299008	-49997.181400	1333.808590	49382.136475	-758.535612	-49384.647344	2531.966439	-730.196379	1570.976875	1198.681292	-1007.916070	-49115.446240	0.679951
42.000000	18	41.419721	47.516556	-54.246651	29.368725	-53.926206	8.781143	-17.387921	7.158331	6.206824	5.345941	4.173070	3.225829	2.476559	1.671511	0.963710	0.696234	0.435937	0.239936	12.244027	10.363033	0.192403	-0.035316	0.133572	0.119958	0.075650	0.052911	0.420517	-0.199887	-0.115420	0.295820	0.032693	5232.541604	1770.569988	49993.289454	2039.777759	-49997.181400	1323.128180	49382.136475	-757.009840	-49384.647344	2535.017985	-733.210545	1555.719147	1192.652960	-1015.544934	-49115.446240	0.679951
43.000000	18	41.935484	47.500534	-54.277169	29.368725	-53.941465	9.013097	-17.120884	7.364130	6.377410	5.367417	4.312525	3.301112	2.529967	1.692935	1.006326	0.704444	0.460895	0.231635	12.471210	10.625745	0.194503	-0.027694	0.135246	0.118332	0.076483	0.052064	0.419700	-0.204884	-0.115420	0.296657	0.029376	5295.839084	1798.033900	49993.289454	2035.256511	-49997.181400	1313.973543	49382.136475	-770.741795	-49384.647344	2531.966439	-742.253042	1554.193374	1186.624629	-1017.070707	-49115.446240	0.679951
44.000000	18	42.609943	47.516556	-54.277169	29.374065	-53.926206	9.261620	-16.861476	7.535628	6.505350	5.539224	4.398343	3.376395	2.615418	1.746495	1.048942	0.712653	0.473374	0.248237	12.723634	10.914729	0.192403	-0.024307	0.136083	0.122397	0.082315	0.053758	0.418066	-0.208216	-0.116253	0.297493	0.025230	5319.952410	1811.765856	49993.289454	2027.721097	-49997.181400	1304.818906	49382.136475	-772.267568	-49384.647344	2528.914893	-748.281374	1537.409872	1186.624629	-1021.648026	-49115.446240	0.679951
45.000000	18	43.205054	47.527238	-54.307688	29.374065	-53.926206	9.460439	-16.617328	7.672827	6.611966	5.668079	4.505615	3.483942	2.668826	1.767919	1.080904	0.724968	0.485853	0.252387	13.051786	11.177442	0.192403	-0.018378	0.136919	0.124836	0.083148	0.060533	0.421334	-0.214879	-0.147901	0.295820	0.022743	5315.431161	1837.703995	49993.289454	2017.171517	-49997.181400	1295.664268	49382.136475	-784.473751	-49384.647344	2525.863347	-754.309705	1529.781008	1188.131712	-1032.328436	-49115.446240	0.679951
46.000000	18	43.800165	47.553941	-54.261910	29.379406	-53.926206	9.642689	-16.373180	7.844326	6.761229	5.775458	4.602160	3.569980	2.775641	1.853615	1.112866	0.712653	0.494172	0.260688	13.278969	11.440154	0.190303	-0.014144	0.138593	0.127275	0.083148	0.059686	0.421334	-0.224040	-0.148734	0.276580	0.021914	5280.768256	1857.539043	49993.289454	2005.114854	-49997.181400	1286.509631	49382.136475	-792.102616	-49384.647344	2527.389120	-761.845119	1519.100597	1189.638795	-1035.379982	-49115.446240	0.679951
47.000000	18	44.474624	47.543260	-54.261910	29.400769	-53.926206	9.874643	-16.159551	8.084424	6.974462	5.882838	4.687979	3.688282	2.839729	1.885751	1.144828	0.720863	0.506651	0.268989	13.430423	11.781680	0.194503	-0.010756	0.142777	0.128088	0.082315	0.057992	0.419700	-0.225706	-0.147068	0.274907	0.022743	5280.768256	1880.425636	49993.289454	2003.607771	-49997.181400	1281.932312	49382.136475	-793.628389	-49384.647344	2531.966439	-763.352202	1509.945960	1185.117546	-1039.957300	-49115.446240	0.679951
48.000000	18	45.129246	47.559282	-54.277169	29.406110	-53.926206	10.123166	-15.861995	8.255923	7.123725	6.011693	4.827433	3.774320	2.871774	1.960735	1.198098	0.741386	0.506651	0.277290	13.682848	12.070664	0.198702	-0.006522	0.142777	0.132153	0.088980	0.058839	0.420517	-0.231536	-0.146235	0.274071	0.016109	5270.218676	1903.312229	49993.289454	1993.058191	-49997.181400	1274.303448	49382.136475	-802.783026	-49384.647344	2527.389120	-761.845119	1500.791323	1185.117546	-1047.586165	-49115.446240	0.679951
49.000000	18	45.704520	47.564623	-54.261910	29.406110	-53.926206	10.355121	-15.617847	8.427422	7.209018	6.204976	4.945433	3.828093	2.946544	2.014295	1.208752	0.761910	0.535769	0.293892	13.985758	12.359648	0.192403	0.000253	0.143614	0.135405	0.090646	0.059686	0.418883	-0.238198	-0.146235	0.275744	0.016109	5280.768256	1921.621504	49993.289454	1988.536942	-49997.181400	1266.674584	49382.136475	-805.834572	-49384.647344	2524.337574	-769.380534	1496.214004	1183.610463	-1052.163483	-49115.446240	0.679951
50.000000	18	46.339305	47.580645	-54.261910	29.416791	-53.926206	10.553939	-15.388958	8.701820	7.422251	6.355307	5.052705	3.957150	3.021315	2.046431	1.262022	0.782434	0.556568	0.310494	14.238182	12.596089	0.198702	0.006181	0.144451	0.137844	0.091479	0.064767	0.420517	-0.241530	-0.175385	0.273234	0.012792	5443.533204	1946.033870	49993.289454	1979.494445	-49997.181400	1257.519946	49382.136475	-814.989209	-49384.647344	2521.286029	-773.901782	1479.430502	1183.610463	-1056.740802	-49115.446240	0.679951
51.000000	18	46.993927	47.585986	-54.277169	29.427473	-53.926206	10.769326	-15.137181	8.839019	7.571514	6.398259	5.138523	4.043188	3.096085	2.121415	1.283330	0.786539	0.577366	0.310494	14.591577	12.832530	0.190303	0.010416	0.146961	0.141096	0.093146	0.064767	0.422151	-0.246527	-0.174552	0.274907	0.012792	5503.816518	1965.868917	49993.289454	1968.944865	-49997.181400	1242.262217	49382.136475	-822.618073	-49384.647344	2521.286029	-779.930114	1470.275865	1180.596298	-1061.318121	-49115.446240	0.679951
52.000000	18	47.648549	47.607349	-54.261910	29.438154	-53.926206	10.968144	-14.847255	8.941918	7.720777	6.570066	5.267250	4.118471	3.160174	2.164263	1.336600	0.827586	0.594005	0.306344	14.768274	13.200328	0.192403	0.017191	0.148635	0.140283	0.091479	0.063920	0.418883	-0.253190	-0.173719	0.255668	0.007817	5517.380264	1990.281283	49993.289454	1956.888202	-49997.181400	1237.684899	49382.136475	-834.824257	-49384.647344	2521.286029	-795.000942	1461.121228	1179.089215	-1061.318121	-49115.446240	0.679951
53.000000	18	48.303171	47.612690	-54.216132	29.443495	-53.926206	11.183531	-14.610736	9.079117	7.891363	6.784825	5.374523	4.204508	3.224263	2.207111	1.347254	0.844005	0.602324	0.306344	15.045942	13.489311	0.192403	0.022272	0.151982	0.147600	0.100644	0.066461	0.420517	-0.259020	-0.173719	0.253158	0.009476	5402.841967	2010.116331	49993.289454	1956.888202	-49997.181400	1225.478716	49382.136475	-839.401575	-49384.647344	2515.182937	-791.986776	1450.440818	1176.075049	-1065.895439	-49115.446240	0.679951
54.000000	18	48.977630	47.612690	-54.246651	29.443495	-53.926206	11.398917	-14.397107	9.284916	8.040626	6.849252	5.481795	4.322810	3.277670	2.271383	1.368562	0.860424	0.614803	0.314645	15.222639	13.752024	0.194503	0.027354	0.151982	0.149226	0.100644	0.068155	0.420517	-0.267348	-0.171221	0.253158	0.008647	5301.867416	2034.528697	49993.289454	1946.338622	-49997.181400	1219.375624	49382.136475	-848.556212	-49384.647344	2510.605619	-793.493859	1439.760408	1176.075049	-1071.998531	-49115.446240	0.679951
55.000000	18	49.632252	47.623371	-54.261910	29.459517	-53.941465	11.597736	-14.107181	9.422115	8.189889	6.978107	5.578341	4.441112	3.352440	2.335655	1.400524	0.901471	0.627282	0.314645	15.601276	14.146093	0.194503	0.030741	0.153656	0.151665	0.103144	0.069002	0.421334	-0.271512	-0.203702	0.254831	0.008647	5240.077019	2054.363744	49993.289454	1934.281959	-49997.181400	1210.220987	49382.136475	-847.030440	-49384.647344	2509.079846	-802.536356	1430.605770	1173.060883	-1079.627395	-49115.446240	0.679951
56.000000	18	50.306711	47.623371	-54.216132	29.470199	-53.895688	11.846258	-13.870663	9.662213	8.381799	7.085487	5.674886	4.494886	3.459255	2.346367	1.411178	0.909681	0.627282	0.331247	15.727488	14.356263	0.196602	0.036669	0.157003	0.153291	0.102310	0.071542	0.419700	-0.277342	-0.202869	0.253158	-0.000475	5267.204510	2083.353429	49993.289454	1926.746545	-49997.181400	1194.963258	49382.136475	-857.710850	-49384.647344	2502.976754	-808.564688	1416.873814	1173.060883	-1076.575849	-49115.446240	0.679951
57.000000	18	51.001007	47.639393	-54.246651	29.486221	-53.880428	12.028509	-13.626514	9.868012	8.552385	7.257294	5.792886	4.570169	3.469937	2.410639	1.453794	0.921995	0.635601	0.331247	16.055640	14.671518	0.196602	0.041751	0.158677	0.156543	0.108976	0.074083	0.418066	-0.277342	-0.201203	0.248139	-0.001304	5096.904147	2106.240022	49993.289454	1920.718214	-49997.181400	1193.437485	49382.136475	-869.917033	-49384.647344	2493.822117	-811.578854	1407.719177	1174.567966	-1085.730487	-49115.446240	0.679951
58.000000	18	51.675466	47.623371	-54.277169	29.491562	-53.880428	12.260463	-13.359478	10.039510	8.659002	7.386149	5.910886	4.688471	3.534026	2.474911	1.507064	0.934309	0.652240	0.335398	16.257580	14.855416	0.190303	0.046832	0.159513	0.158982	0.108976	0.074083	0.418883	-0.285671	-0.202869	0.230572	-0.001304	4293.628986	2132.178161	49993.289454	1914.689882	-49997.181400	1182.757075	49382.136475	-868.391260	-49384.647344	2492.296344	-823.635516	1397.038767	1174.567966	-1088.782033	-49115.446240	0.679951
59.000000	18	52.310251	47.650075	-54.200873	29.486221	-53.880428	12.492418	-13.130589	10.279609	8.765618	7.472053	6.018158	4.763754	3.608796	2.507047	1.507064	0.938414	0.648080	0.339548	16.610975	15.249485	0.192403	0.051913	0.161187	0.163860	0.110642	0.075777	0.422151	-0.292334	-0.201203	0.231409	-0.002962	4228.824423	2150.487436	49993.289454	1905.647385	-49997.181400	1169.025119	49382.136475	-877.545897	-49384.647344	2492.296344	-826.649682	1386.358357	1173.060883	-1093.359351	-49115.446240	0.679951
60.000000	18	53.004547	47.655416	-54.246651	29.518265	-53.895688	12.691236	-12.878811	10.382508	8.914881	7.579432	6.114704	4.817528	3.694248	2.571319	1.528372	0.946623	0.673038	0.347849	16.888642	15.512198	0.196602	0.060382	0.164534	0.165486	0.110642	0.077470	0.420517	-0.293166	-0.232852	0.228899	-0.007108	3755.600406	2177.951348	49993.289454	1896.604888	-49997.181400	1159.870482	49382.136475	-882.123216	-49384.647344	2480.090161	-828.156765	1374.152174	1173.060883	-1097.936670	-49115.446240	0.679951
61.000000	18	53.738517	47.666097	-54.261910	29.518265	-53.895688	12.906623	-12.627033	10.554007	9.106791	7.729763	6.254158	4.935830	3.769018	2.603455	1.581642	0.958938	0.685517	0.347849	17.292521	15.774910	0.194503	0.062923	0.165371	0.167925	0.116474	0.077470	0.420517	-0.302328	-0.232019	0.230572	-0.009596	2742.840728	2199.312168	49993.289454	1890.576557	-49997.181400	1156.818936	49382.136475	-889.752080	-49384.647344	2477.038615	-837.199262	1360.420218	1161.004220	-1107.091307	-49115.446240	0.679951
62.000000	18	54.412976	47.655416	-54.246651	29.523606	-53.910947	13.105441	-12.367626	10.794105	9.277377	7.880094	6.339976	5.000358	3.811744	2.678439	1.613604	0.987671	0.689677	0.356150	17.570188	16.090165	0.196602	0.070545	0.167045	0.167925	0.116474	0.080011	0.421334	-0.306492	-0.230353	0.231409	-0.011254	2088.766769	2222.198761	49993.289454	1877.012811	-49997.181400	1146.138526	49382.136475	-895.855172	-49384.647344	2473.987069	-843.227593	1345.162489	1164.018386	-1108.617080	-49115.446240	0.679951
63.000000	18	55.087436	47.671438	-54.292428	29.528947	-53.865169	13.320828	-12.131108	10.931304	9.383993	8.073377	6.425794	5.086396	3.854470	2.699863	1.677528	0.995880	0.697996	0.364451	17.797371	16.405420	0.194503	0.073932	0.169555	0.171990	0.117307	0.082552	0.422151	-0.313988	-0.232852	0.207986	-0.012083	2201.797983	2248.136900	49993.289454	1873.998645	-49997.181400	1133.932343	49382.136475	-903.484036	-49384.647344	2466.358205	-849.255925	1340.585170	1157.990055	-1114.720172	-49115.446240	0.679951
64.000000	18	55.821406	47.676778	-54.277169	29.544969	-53.880428	13.585919	-11.879330	11.068503	9.533256	8.159281	6.554521	5.193943	3.929240	2.742711	1.677528	1.020509	0.714635	0.368602	18.024553	16.615590	0.192403	0.079014	0.171229	0.172803	0.117307	0.085092	0.420517	-0.318152	-0.230353	0.207986	-0.018717	2748.869059	2269.497721	49993.289454	1867.970314	-49997.181400	1118.674614	49382.136475	-908.061355	-49384.647344	2464.832432	-853.777173	1331.430533	1164.018386	-1111.668626	-49115.446240	0.679951
65.000000	18	56.555376	47.703482	-54.277169	29.555651	-53.895688	13.768169	-11.612293	11.342901	9.682519	8.266660	6.651066	5.290735	4.014692	2.828407	1.741452	1.049242	0.722954	0.372752	18.276978	16.904574	0.194503	0.083248	0.170392	0.178494	0.117307	0.084246	0.419700	-0.323149	-0.259503	0.207986	-0.019546	2486.636642	2292.384314	49993.289454	1863.449065	-49997.181400	1111.045750	49382.136475	-914.164446	-49384.647344	2449.574703	-858.298422	1317.698577	1164.018386	-1120.823263	-49115.446240	0.679951
66.000000	18	57.309183	47.708823	-54.277169	29.560991	-53.926206	14.033260	-11.368145	11.480100	9.853105	8.416991	6.769066	5.387528	4.089462	2.860543	1.752106	1.065661	0.739593	0.385204	18.478917	17.167286	0.192403	0.087483	0.177087	0.183373	0.126472	0.087633	0.422968	-0.328979	-0.260336	0.207986	-0.020375	1996.834714	2321.373999	49993.289454	1849.885320	-49997.181400	1100.365339	49382.136475	-923.319084	-49384.647344	2449.574703	-864.326753	1313.121258	1159.497138	-1125.400582	-49115.446240	0.679951
67.000000	18	57.983642	47.719504	-54.261910	29.577013	-53.910947	14.265215	-11.123997	11.582999	10.002368	8.524370	6.876339	5.441302	4.174914	2.914102	1.762760	1.098499	0.764551	0.389354	18.882797	17.456270	0.198702	0.091717	0.178760	0.184186	0.127305	0.089327	0.422151	-0.332310	-0.258670	0.208823	-0.025350	2051.089697	2342.734819	49993.289454	1846.871154	-49997.181400	1091.210702	49382.136475	-927.896402	-49384.647344	2437.368520	-870.355085	1299.389302	1153.468806	-1125.400582	-49115.446240	0.679951
68.000000	18	58.697775	47.724845	-54.277169	29.587695	-53.880428	14.480601	-10.856960	11.857397	10.108985	8.674702	6.994339	5.516585	4.228322	2.956950	1.805376	1.098499	0.760391	0.401806	19.084737	17.718982	0.202901	0.097645	0.179597	0.188251	0.127305	0.091868	0.421334	-0.337308	-0.262001	0.203804	-0.026179	1201.094967	2370.198731	49993.289454	1836.321574	-49997.181400	1086.633384	49382.136475	-937.051040	-49384.647344	2426.688110	-880.904665	1284.131574	1157.990055	-1131.503673	-49115.446240	0.679951
69.000000	18	59.471419	47.735527	-54.231391	29.593036	-53.926206	14.729124	-10.612812	11.925997	10.300894	8.846509	7.080157	5.624132	4.292410	2.967662	1.805376	1.106708	0.777030	0.405956	19.286676	18.007966	0.192403	0.101880	0.182108	0.189877	0.125639	0.093561	0.420517	-0.344803	-0.262001	0.182055	-0.026179	24.063257	2393.085324	49993.289454	1830.293242	-49997.181400	1071.375655	49382.136475	-937.051040	-49384.647344	2423.636564	-879.397582	1271.925391	1156.482972	-1134.555219	-49115.446240	0.679951
70.000000	18	60.245064	47.746208	-54.277169	29.609058	-53.926206	14.878238	-10.368664	12.200395	10.492804	8.975364	7.198156	5.710170	4.356499	3.064070	1.837339	1.114918	0.764551	0.405956	19.488616	18.270679	0.192403	0.107808	0.184618	0.193129	0.133970	0.094408	0.420517	-0.349800	-0.294482	0.181218	-0.031984	-7258.161099	2414.446144	49993.289454	1819.743663	-49997.181400	1062.221017	49382.136475	-946.205677	-49384.647344	2411.430381	-891.454245	1255.141889	1153.468806	-1139.132538	-49115.446240	0.679951
71.000000	18	60.998871	47.756890	-54.231391	29.614399	-53.895688	15.176465	-10.116886	12.337594	10.642067	9.061267	7.294702	5.763943	4.431270	3.074782	1.858647	1.123127	0.818627	0.414257	19.791526	18.585934	0.192403	0.115430	0.187128	0.196381	0.133970	0.096102	0.420517	-0.356463	-0.294482	0.180381	-0.031154	-39779.502030	2449.538921	49993.289454	1818.236580	-49997.181400	1053.066380	49382.136475	-947.731450	-49384.647344	2402.275744	-889.947162	1242.935706	1148.947558	-1140.658311	-49115.446240	0.679951
72.000000	18	61.713004	47.767571	-54.231391	29.641102	-53.941465	15.358715	-9.872738	12.543392	10.812653	9.168647	7.412702	5.839226	4.484677	3.149766	1.901263	1.151860	0.835266	0.422558	19.993466	18.822375	0.196602	0.120511	0.188802	0.196381	0.133970	0.096102	0.419700	-0.364792	-0.293650	0.182055	-0.034471	-49384.141066	2470.899741	49993.289454	1812.208248	-49997.181400	1039.334424	49382.136475	-958.411860	-49384.647344	2394.646880	-897.482576	1230.729523	1147.440475	-1143.709856	-49115.446240	0.679951
73.000000	18	62.486648	47.783593	-54.246651	29.635762	-53.926206	15.557534	-9.613330	12.749191	10.919270	9.318978	7.541429	5.946774	4.527403	3.181902	1.943879	1.164175	0.826946	0.430859	20.245890	19.163901	0.194503	0.125593	0.190476	0.199633	0.135637	0.096949	0.420517	-0.370622	-0.292817	0.182891	-0.034471	-49384.141066	2495.312107	49993.289454	1798.644503	-49997.181400	1037.808651	49382.136475	-966.040724	-49384.647344	2385.492242	-903.510908	1223.100658	1147.440475	-1143.709856	-49115.446240	0.679951
74.000000	18	63.260292	47.788934	-54.261910	29.651784	-53.910947	15.756352	-9.369182	12.989289	11.089856	9.447833	7.616519	6.032811	4.623536	3.235462	1.943879	1.192908	0.839425	0.430859	20.649770	19.426614	0.196602	0.128980	0.192986	0.200446	0.140636	0.101183	0.420517	-0.373120	-0.292817	0.161978	-0.041934	-49384.141066	2515.147155	49993.289454	1792.616171	-49997.181400	1021.025150	49382.136475	-961.463406	-49384.647344	2374.811832	-906.525073	1201.739838	1147.440475	-1154.390266	-49115.446240	0.679951
75.000000	18	64.033937	47.783593	-54.231391	29.662465	-53.910947	16.004875	-9.109775	13.057889	11.281765	9.533737	7.702337	6.108094	4.687625	3.256886	1.965187	1.197013	0.839425	0.426709	20.851710	19.715597	0.194503	0.132368	0.193823	0.203698	0.143135	0.102877	0.421334	-0.379783	-0.328629	0.159469	-0.042763	-49384.141066	2541.085294	49993.289454	1782.066591	-49997.181400	1014.922058	49382.136475	-978.246907	-49384.647344	2362.605649	-912.553405	1191.059428	1147.440475	-1155.916039	-49115.446240	0.679951
76.000000	18	64.827418	47.799615	-54.231391	29.683828	-53.926206	16.153989	-8.873257	13.195088	11.409705	9.727019	7.809610	6.183377	4.741033	3.321158	1.997149	1.217536	0.860224	0.435010	21.129377	20.004581	0.190303	0.135755	0.195497	0.205324	0.142302	0.102877	0.420517	-0.386446	-0.326964	0.158632	-0.043592	-49384.141066	2568.549205	49993.289454	1780.559508	-49997.181400	1002.715875	49382.136475	-976.721134	-49384.647344	2348.873693	-918.581736	1178.853245	1145.933392	-1157.441812	-49115.446240	0.679951
77.000000	18	65.620899	47.810297	-54.246651	29.678488	-53.941465	16.419080	-8.606220	13.366586	11.537645	9.812923	7.927610	6.269415	4.815803	3.374718	2.029111	1.238060	0.856064	0.447461	21.432286	20.241022	0.188204	0.138296	0.199681	0.206950	0.142302	0.104571	0.419700	-0.391443	-0.327796	0.159469	-0.048567	-49384.141066	2591.435799	49993.289454	1766.995763	-49997.181400	990.509692	49382.136475	-985.875772	-49384.647344	2339.719056	-930.638399	1166.647062	1148.947558	-1162.019131	-49115.446240	0.679951
